Economy,ISO Code,Region,Income Group,Report Year,WBL INDEX,MOBILITY,Can a woman choose where to live in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can a woman work at night in the same way as a man?,Can a woman work in a job deemed dangerous in the same way as a man?,Can a woman work in an industrial job in the same way as a man?,MARRIAGE,Is there no legal provision that requires a married woman to obey her husband?,Can a woman be head of household in the same way as a man?,Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Length of paid maternity leave,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Length of paid paternity leave,Is there paid parental leave?,Shared days,Days for the mother,Days for the father,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Does the law prohibit discrimination in access to credit based on gender?,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do male and female surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Is the age at which men and women can retire with full pension benefits the same?,Is the age at which men and women can retire with partial pension benefits the same?,Is the mandatory retirement age for men and women the same?,Are periods of absence due to childcare accounted for in pension benefits?
United Arab Emirates,ARE,Middle East & North Africa,High income,1971,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1972,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1973,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1974,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1975,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1976,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1977,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1978,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1979,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1980,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1981,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1982,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1983,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1984,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1985,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1986,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1987,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1988,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1989,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1990,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1991,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1992,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1993,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1994,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1995,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1996,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1997,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1998,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,1999,17.5,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
United Arab Emirates,ARE,Middle East & North Africa,High income,2000,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2001,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2002,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2003,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2004,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2005,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2006,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2007,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2008,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2009,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2010,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2011,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2012,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2013,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2014,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2015,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2016,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2017,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2018,26.875,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2019,30,25,No,No,Yes,No,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,0,No,45,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2020,59.375,25,No,No,Yes,No,75,No,Yes,Yes,Yes,75,No,Yes,Yes,Yes,40,No,Yes,Yes,No,No,20,No,45,No,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2021,82.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,60,Yes,Yes,Yes,No,No,60,No,45,No,Yes,0,Yes,0,7,7,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Arab Emirates,ARE,Middle East & North Africa,High income,2022,82.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,60,Yes,Yes,Yes,No,No,60,No,45,No,Yes,0,Yes,0,7,7,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1971,51.875,50,No,Yes,No,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,60,Yes,Yes,No,No,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,50,No,Yes,Yes,No
United Kingdom,GBR,High income: OECD,High income,1972,51.875,50,No,Yes,No,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,60,Yes,Yes,No,No,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,50,No,Yes,Yes,No
United Kingdom,GBR,High income: OECD,High income,1973,51.875,50,No,Yes,No,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,60,Yes,Yes,No,No,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,50,No,Yes,Yes,No
United Kingdom,GBR,High income: OECD,High income,1974,56.875,50,No,Yes,No,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
United Kingdom,GBR,High income: OECD,High income,1975,60,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
United Kingdom,GBR,High income: OECD,High income,1976,63.125,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1977,69.375,75,Yes,Yes,No,Yes,50,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1978,69.375,75,Yes,Yes,No,Yes,50,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1979,69.375,75,Yes,Yes,No,Yes,50,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1980,69.375,75,Yes,Yes,No,Yes,50,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1981,69.375,75,Yes,Yes,No,Yes,50,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1982,72.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1983,72.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1984,72.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1985,72.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1986,72.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1987,72.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1988,75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,Yes,126,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1989,75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,Yes,126,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1990,78.125,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,Yes,126,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1991,78.125,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,Yes,126,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1992,78.125,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,Yes,126,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1993,78.125,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,Yes,126,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1994,78.125,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,Yes,126,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1995,78.125,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,Yes,126,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1996,78.125,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,Yes,126,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1997,81.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,Yes,126,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1998,83.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,Yes,126,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,1999,83.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,Yes,126,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,2000,83.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,Yes,126,No,No,0,No,0,0,0,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,2001,86.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,Yes,126,No,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
United Kingdom,GBR,High income: OECD,High income,2002,86.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,Yes,126,No,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
