Entity,Code,Year,"Crude divorce rate (per 1,000 inhabitants)",Duration of marriages ending in divorce,143153-annotations,Share of single parent families,"Estimated average age at marriage, women"
Bulgaria,BGR,2006,2,NA,NA,NA,25.700001
Bulgaria,BGR,2007,2.2,NA,NA,NA,25.799999
Bulgaria,BGR,2008,1.9,NA,NA,NA,25.9
Bulgaria,BGR,2009,1.6,NA,NA,NA,26.200001
Bulgaria,BGR,2010,1.5,NA,NA,NA,26.6
Bulgaria,BGR,2011,1.4,NA,NA,7,26.6
Bulgaria,BGR,2012,1.6,NA,NA,NA,NA
Bulgaria,BGR,2013,1.5,NA,NA,NA,26.700001
Bulgaria,BGR,2014,1.5,NA,NA,NA,26.9
Bulgaria,BGR,2015,1.5,NA,NA,NA,27
Bulgaria,BGR,2016,1.5,NA,NA,NA,27.1
Bulgaria,BGR,2017,1.5,NA,NA,NA,27.299999
Burkina Faso,BFA,1984,NA,NA,NA,NA,18.5
Burkina Faso,BFA,1991,NA,NA,NA,NA,19
Burkina Faso,BFA,1992,NA,NA,NA,NA,18.200001
Burkina Faso,BFA,1993,NA,NA,NA,2.6,NA
Burkina Faso,BFA,1998,NA,NA,NA,NA,18.9
Burkina Faso,BFA,1999,NA,NA,NA,2.6,NA
Burkina Faso,BFA,2003,NA,NA,NA,4.1,19.4
Burkina Faso,BFA,2006,NA,NA,NA,NA,20.299999
Burkina Faso,BFA,2010,NA,NA,NA,5.7,19.5
Burkina Faso,BFA,2014,NA,NA,NA,4.3,NA
Burkina Faso,BFA,2017,NA,NA,NA,NA,20
Burundi,BDI,1970,NA,NA,NA,NA,21.700001
Burundi,BDI,1987,NA,NA,NA,NA,21.799999
Burundi,BDI,2000,NA,NA,NA,NA,23.4
Burundi,BDI,2002,NA,NA,NA,NA,23.700001
Burundi,BDI,2005,NA,NA,NA,NA,21.6
Burundi,BDI,2010,NA,NA,NA,14.1,22.1
Burundi,BDI,2012,NA,NA,NA,13.1,NA
Burundi,BDI,2016,NA,NA,NA,14.8,22.799999
Cambodia,KHM,1998,NA,NA,NA,NA,22.1
Cambodia,KHM,2000,NA,NA,NA,9.3,22.299999
Cambodia,KHM,2004,NA,NA,NA,NA,22.799999
Cambodia,KHM,2005,NA,NA,NA,8.3,22.6
Cambodia,KHM,2010,NA,NA,NA,7.3,22
Cambodia,KHM,2014,NA,NA,NA,6,21.6
Cameroon,CMR,1991,NA,NA,NA,4,19.1
Cameroon,CMR,1998,NA,NA,NA,5.2,20.200001
Cameroon,CMR,2000,NA,NA,NA,NA,22.700001
Cameroon,CMR,2004,NA,NA,NA,7.2,20.1
Cameroon,CMR,2006,NA,NA,NA,NA,22.1
Cameroon,CMR,2011,NA,NA,NA,7.3,21.299999
Cameroon,CMR,2014,NA,NA,NA,NA,22.200001
Canada,CAN,1970,1.4,NA,NA,NA,NA
Canada,CAN,1980,2.5,NA,NA,NA,NA
Canada,CAN,1981,2.7,NA,NA,NA,NA
Canada,CAN,1982,2.8,NA,NA,NA,NA
Canada,CAN,1983,2.7,NA,NA,NA,NA
Canada,CAN,1984,2.5999999,NA,NA,NA,NA
Canada,CAN,1985,2.4000001,NA,NA,NA,NA
Canada,CAN,1986,3,NA,NA,NA,NA
Canada,CAN,1987,3.5999999,NA,NA,NA,NA
Canada,CAN,1988,3.0999999,NA,NA,NA,NA
Canada,CAN,1989,3,NA,NA,NA,NA
Canada,CAN,1990,2.8,NA,NA,NA,25.5
Canada,CAN,1991,2.8,NA,NA,NA,25.799999
Canada,CAN,1992,2.8,NA,NA,NA,26
Canada,CAN,1993,2.7,NA,NA,NA,26.200001
Canada,CAN,1994,2.7,NA,NA,NA,26.299999
Canada,CAN,1995,2.7,NA,NA,NA,26.5
Canada,CAN,1996,2.4000001,NA,NA,NA,26.700001
Canada,CAN,1997,2.3,NA,NA,NA,26.9
Canada,CAN,1998,2.3,NA,NA,NA,27
Canada,CAN,1999,2.3,NA,NA,NA,27.200001
Canada,CAN,2000,2.3,NA,NA,NA,27.5
Canada,CAN,2001,2.3,NA,NA,10.2,27.700001
Canada,CAN,2002,2.2,NA,NA,NA,27.799999
Canada,CAN,2003,2.2,NA,NA,NA,28.200001
Canada,CAN,2004,2.2,12,Median duration,NA,28.5
Canada,CAN,2005,2.2,12,Median duration,NA,28.700001
Canada,CAN,2006,2.3,NA,NA,9,28.9
Canada,CAN,2007,2.2,NA,NA,NA,29
Canada,CAN,2008,2.0999999,NA,NA,NA,29.1
Canada,CAN,2011,NA,NA,NA,9,NA
Cape Verde,CPV,1970,0.1,NA,NA,NA,22
Cape Verde,CPV,1980,NA,NA,NA,NA,23.6
Cape Verde,CPV,1990,NA,NA,NA,NA,25.700001
Cape Verde,CPV,2000,NA,NA,NA,NA,24.6
Cayman Islands,CYM,1970,2.0999999,NA,NA,NA,19.700001
Cayman Islands,CYM,1979,NA,NA,NA,NA,25.5
Cayman Islands,CYM,1989,3,NA,NA,NA,25.200001
Cayman Islands,CYM,1994,2.2,NA,NA,NA,NA
Cayman Islands,CYM,2005,3,NA,NA,NA,NA
Cayman Islands,CYM,2006,3,NA,NA,NA,NA
Cayman Islands,CYM,2010,NA,NA,NA,NA,28
Central African Republic,CAF,1994,NA,NA,NA,6.3,19.4
Central African Republic,CAF,2000,NA,NA,NA,NA,17.9
Central African Republic,CAF,2006,NA,NA,NA,NA,17
Central African Republic,CAF,2010,NA,NA,NA,NA,17.299999
Chad,TCD,1996,NA,NA,NA,NA,18.1
Chad,TCD,1997,NA,NA,NA,8.3,NA
Chad,TCD,2000,NA,NA,NA,NA,18.299999
Chad,TCD,2004,NA,NA,NA,7.7,18.4
Chad,TCD,2010,NA,NA,NA,NA,18.200001
Chad,TCD,2014,NA,NA,NA,NA,18.799999
Chad,TCD,2015,NA,NA,NA,9.6,NA
Channel Islands,OWID_CIS,1971,1.5,NA,NA,NA,NA
Channel Islands,OWID_CIS,1981,NA,NA,NA,NA,24.6
Channel Islands,OWID_CIS,1985,2.4000001,NA,NA,NA,NA
Channel Islands,OWID_CIS,1986,NA,NA,NA,NA,26.799999
Channel Islands,OWID_CIS,1991,NA,NA,NA,NA,28.200001
Channel Islands,OWID_CIS,1995,3.0999999,NA,NA,NA,NA
Channel Islands,OWID_CIS,1999,2.9000001,NA,NA,NA,NA
Channel Islands,OWID_CIS,2000,3,NA,NA,NA,NA
Channel Islands,OWID_CIS,2001,NA,NA,NA,NA,29.700001
Chile,CHL,1970,NA,NA,NA,7.4,NA
Chile,CHL,1982,NA,NA,NA,7.8,NA
Chile,CHL,1992,NA,NA,NA,8.3,NA
Chile,CHL,1995,0.5,NA,NA,NA,NA
Chile,CHL,1996,0.40000001,NA,NA,NA,NA
Chile,CHL,1997,0.40000001,NA,NA,NA,24.9
Chile,CHL,1998,0.40000001,NA,NA,NA,25.200001
Chile,CHL,1999,0.40000001,NA,NA,NA,25.5
Chile,CHL,2000,NA,NA,NA,NA,25.6
Chile,CHL,2001,NA,NA,NA,NA,25.9
Chile,CHL,2002,NA,NA,NA,9.4,26.299999
Chile,CHL,2003,NA,NA,NA,NA,26.6
Chile,CHL,2004,NA,NA,NA,NA,26.799999
Chile,CHL,2005,NA,NA,NA,NA,27.299999
Chile,CHL,2006,0.2,NA,NA,NA,27.4
Chile,CHL,2007,0.1,NA,NA,NA,27.700001
Chile,CHL,2008,0.1,NA,NA,NA,28.1
Chile,CHL,2009,0.1,NA,NA,NA,29
Chile,CHL,2010,0.1,NA,NA,NA,29.9
Chile,CHL,2011,NA,NA,NA,NA,30.200001
Chile,CHL,2012,NA,NA,NA,NA,30
Chile,CHL,2013,NA,NA,NA,NA,28.5
Chile,CHL,2014,NA,NA,NA,NA,29.700001
Chile,CHL,2015,NA,NA,NA,NA,30.9
Chile,CHL,2016,NA,NA,NA,NA,31.5
China,CHN,1978,0.30000001,NA,NA,NA,NA
China,CHN,1985,0.40000001,NA,NA,NA,NA
China,CHN,1995,0.89999998,NA,NA,NA,22.6
China,CHN,2000,NA,NA,NA,5.4,NA
China,CHN,2005,1.4,NA,NA,NA,23.5
China,CHN,2006,1.5,NA,NA,NA,NA
China,CHN,2013,NA,NA,NA,NA,24.4
China,CHN,2015,NA,NA,NA,NA,24.799999
China,CHN,2016,NA,NA,NA,NA,25.4
Colombia,COL,1986,NA,NA,NA,NA,23.5
Colombia,COL,1990,NA,NA,NA,9.3,23.1
Colombia,COL,1993,0.1,NA,NA,NA,NA
Colombia,COL,1994,0.1,NA,NA,NA,NA
Colombia,COL,1995,NA,NA,NA,9.4,22.200001
Colombia,COL,2000,NA,NA,NA,10.7,23.1
Colombia,COL,2004,NA,NA,NA,NA,23
Colombia,COL,2005,NA,NA,NA,11.2,NA
Colombia,COL,2006,0.1,NA,NA,NA,NA
Colombia,COL,2007,0.2,NA,NA,NA,NA
Colombia,COL,2009,NA,NA,NA,NA,22.299999
Colombia,COL,2010,NA,NA,NA,12.4,NA
Colombia,COL,2015,NA,NA,NA,12.7,22.700001
Comoros,COM,1964,1.1,NA,NA,NA,NA
Comoros,COM,1996,NA,NA,NA,7.6,23.6
Comoros,COM,2000,NA,NA,NA,NA,20.799999
Comoros,COM,2012,NA,NA,NA,8.9,22.6
Congo,COG,2005,NA,NA,NA,6.6,21.9
Congo,COG,2009,NA,NA,NA,9.9,21.1
Congo,COG,2011,NA,NA,NA,8.2,21.299999
Congo,COG,2014,NA,NA,NA,NA,21.9
Cook Islands,COK,1971,0.69999999,NA,NA,NA,23.1
Cook Islands,COK,1976,0.40000001,NA,NA,NA,24.4
Cook Islands,COK,1981,NA,NA,NA,NA,25.6
Cook Islands,COK,1986,NA,NA,NA,NA,27.700001
Cook Islands,COK,1996,NA,NA,NA,NA,29.6
Cook Islands,COK,2006,NA,NA,NA,NA,28
Costa Rica,CRI,1970,0.1,NA,NA,NA,NA
Costa Rica,CRI,1973,NA,NA,NA,7.8,NA
Costa Rica,CRI,1984,NA,NA,NA,8.3,NA
Costa Rica,CRI,1987,1.1,NA,NA,NA,NA
Costa Rica,CRI,1995,1.5,NA,NA,NA,NA
Costa Rica,CRI,2000,NA,NA,NA,11.2,NA
Costa Rica,CRI,2003,NA,NA,NA,NA,23.4
Costa Rica,CRI,2005,2.3,NA,NA,NA,NA
Costa Rica,CRI,2006,2.0999999,NA,NA,NA,23.6
Costa Rica,CRI,2007,NA,NA,NA,NA,24.1
Costa Rica,CRI,2009,NA,NA,NA,NA,24.4
Costa Rica,CRI,2010,2.5,NA,NA,NA,24.200001
Costa Rica,CRI,2011,NA,NA,NA,13.7,NA
Costa Rica,CRI,2012,2.5,NA,NA,NA,NA
Costa Rica,CRI,2013,2.8,NA,NA,NA,26.6
Costa Rica,CRI,2014,2.3,NA,NA,NA,25.700001
Costa Rica,CRI,2015,2.0999999,NA,NA,NA,24.9
Costa Rica,CRI,2016,2.7,NA,NA,NA,25.299999
Costa Rica,CRI,2017,2.5999999,NA,NA,NA,25.9
Cote d'Ivoire,CIV,1994,NA,NA,NA,3.7,20.9
Cote d'Ivoire,CIV,1998,3.4000001,NA,NA,3.2,21.9
Cote d'Ivoire,CIV,2000,NA,NA,NA,NA,22.799999
Cote d'Ivoire,CIV,2005,NA,NA,NA,4.1,21.700001
Cote d'Ivoire,CIV,2006,NA,NA,NA,NA,19.700001
Cote d'Ivoire,CIV,2011,NA,NA,NA,NA,22.299999
Cote d'Ivoire,CIV,2012,NA,NA,NA,5.3,NA
Cote d'Ivoire,CIV,2016,NA,NA,NA,NA,23
Croatia,HRV,1960,1.2,NA,NA,NA,NA
Croatia,HRV,1961,1.2,NA,NA,NA,NA
Croatia,HRV,1962,1.2,NA,NA,NA,NA
Croatia,HRV,1963,1.2,NA,NA,NA,NA
Croatia,HRV,1964,1.2,NA,NA,NA,NA
Croatia,HRV,1965,1.3,NA,NA,NA,NA
Croatia,HRV,1966,1.3,NA,NA,NA,NA
Croatia,HRV,1967,1.1,NA,NA,NA,NA
Croatia,HRV,1968,1.1,NA,NA,NA,NA
Croatia,HRV,1969,1.2,NA,NA,NA,NA
Croatia,HRV,1970,1.2,NA,NA,NA,NA
Croatia,HRV,1971,1.2,NA,NA,NA,NA
Croatia,HRV,1972,1.3,NA,NA,NA,NA
Croatia,HRV,1973,1.3,NA,NA,NA,NA
Croatia,HRV,1974,1.4,NA,NA,NA,NA
Croatia,HRV,1975,1.3,NA,NA,NA,NA
Croatia,HRV,1976,1.3,NA,NA,NA,NA
Croatia,HRV,1977,1.2,NA,NA,NA,NA
Croatia,HRV,1978,1.3,NA,NA,NA,NA
Croatia,HRV,1979,1.1,NA,NA,NA,NA
Croatia,HRV,1980,1.2,NA,NA,NA,NA
Croatia,HRV,1981,1.2,NA,NA,NA,NA
Croatia,HRV,1982,1.2,NA,NA,NA,NA
Croatia,HRV,1983,1.1,NA,NA,NA,NA
Croatia,HRV,1984,1.1,NA,NA,NA,NA
Croatia,HRV,1985,1.1,NA,NA,NA,NA
Croatia,HRV,1986,1.3,NA,NA,NA,NA
Croatia,HRV,1987,1.2,NA,NA,NA,NA
Croatia,HRV,1988,1.2,NA,NA,NA,NA
Croatia,HRV,1989,1.1,NA,NA,NA,NA
Croatia,HRV,1990,1.1,NA,NA,NA,NA
Croatia,HRV,1991,1,NA,NA,NA,NA
Croatia,HRV,1992,0.80000001,NA,NA,NA,NA
Croatia,HRV,1993,1,NA,NA,NA,NA
Croatia,HRV,1994,1,NA,NA,NA,NA
Croatia,HRV,1995,0.89999998,NA,NA,NA,NA
Croatia,HRV,1996,0.80000001,NA,NA,NA,NA
Croatia,HRV,1997,0.89999998,NA,NA,NA,NA
Croatia,HRV,1998,0.89999998,NA,NA,NA,NA
Croatia,HRV,1999,0.80000001,NA,NA,NA,NA
Croatia,HRV,2000,1,NA,NA,NA,NA
Croatia,HRV,2001,1.1,NA,NA,9.1,25.4
Croatia,HRV,2002,1,NA,NA,NA,25.6
Croatia,HRV,2003,1.1,NA,NA,NA,25.799999
Croatia,HRV,2004,1.2,NA,NA,NA,26
Croatia,HRV,2005,1.1,NA,NA,NA,26.200001
Croatia,HRV,2006,1.1,NA,NA,NA,26.299999
Croatia,HRV,2007,1.1,NA,NA,NA,26.6
Croatia,HRV,2008,1.2,NA,NA,NA,26.6
Croatia,HRV,2009,1.2,NA,NA,NA,26.9
Croatia,HRV,2010,1.2,NA,NA,NA,27.1
Croatia,HRV,2011,1.3,NA,NA,10,27.299999
Croatia,HRV,2012,1.3,NA,NA,NA,27.299999
Croatia,HRV,2013,1.4,NA,NA,NA,27.6
Croatia,HRV,2014,1.4,NA,NA,NA,27.799999
Croatia,HRV,2015,1.4,NA,NA,NA,27.9
Croatia,HRV,2016,1.7,NA,NA,NA,28
Croatia,HRV,2017,1.5,NA,NA,NA,28.200001
Cuba,CUB,1970,2.9000001,NA,NA,NA,19.5
Cuba,CUB,1981,NA,NA,NA,NA,19.799999
Cuba,CUB,1985,2.9000001,NA,NA,NA,NA
Cuba,CUB,1995,3.7,NA,NA,NA,NA
Cuba,CUB,2002,NA,NA,NA,11.9,21.1
Cuba,CUB,2005,3.0999999,NA,NA,NA,NA
Cuba,CUB,2006,3.2,NA,NA,NA,NA
Cuba,CUB,2012,NA,NA,NA,NA,21.299999
Cyprus,CYP,1964,0.2,NA,NA,NA,NA
Cyprus,CYP,1965,0.2,NA,NA,NA,NA
Cyprus,CYP,1966,0.2,NA,NA,NA,NA
Cyprus,CYP,1967,0.2,NA,NA,NA,NA
Cyprus,CYP,1968,0.2,NA,NA,NA,NA
Cyprus,CYP,1969,0.2,NA,NA,NA,NA
Cyprus,CYP,1970,0.2,NA,NA,NA,NA
Cyprus,CYP,1971,0.30000001,NA,NA,NA,NA
Cyprus,CYP,1972,0.2,NA,NA,NA,NA
Cyprus,CYP,1973,0.2,NA,NA,NA,NA
Cyprus,CYP,1974,0.2,NA,NA,NA,NA
Cyprus,CYP,1975,0.2,NA,NA,NA,NA
Cyprus,CYP,1976,0.2,NA,NA,NA,NA
Cyprus,CYP,1977,0.30000001,NA,NA,NA,NA
Cyprus,CYP,1978,0.30000001,NA,NA,NA,NA
Cyprus,CYP,1979,0.30000001,NA,NA,NA,NA
Cyprus,CYP,1980,0.30000001,NA,NA,NA,NA
Cyprus,CYP,1981,0.30000001,NA,NA,NA,NA
Cyprus,CYP,1982,0.40000001,NA,NA,NA,NA
Cyprus,CYP,1983,0.5,NA,NA,NA,NA
Cyprus,CYP,1984,0.5,NA,NA,NA,NA
Cyprus,CYP,1985,0.5,NA,NA,NA,NA
Cyprus,CYP,1986,0.5,NA,NA,NA,NA
Cyprus,CYP,1987,0.60000002,NA,NA,NA,NA
Cyprus,CYP,1988,0.60000002,NA,NA,NA,NA
Cyprus,CYP,1989,0.60000002,NA,NA,NA,NA
Cyprus,CYP,1990,0.60000002,NA,NA,NA,24.9
Cyprus,CYP,1991,0.5,NA,NA,NA,24.6
Cyprus,CYP,1992,0.69999999,NA,NA,NA,25.4
Cyprus,CYP,1993,0.80000001,NA,NA,NA,25.200001
Cyprus,CYP,1994,0.89999998,NA,NA,NA,25.799999
Cyprus,CYP,1995,1.2,NA,NA,NA,25.700001
Cyprus,CYP,1996,1.1,NA,NA,NA,26
Cyprus,CYP,1997,1.3,NA,NA,NA,26.200001
Cyprus,CYP,1998,1.3,NA,NA,NA,26.4
Cyprus,CYP,1999,1.7,NA,NA,NA,26.4
Cyprus,CYP,2000,1.7,NA,NA,NA,26.9
Cyprus,CYP,2001,1.7,NA,NA,5.7,27.200001
Cyprus,CYP,2002,1.9,NA,NA,NA,27.299999
Cyprus,CYP,2003,2,NA,NA,NA,27.799999
Cyprus,CYP,2004,2.2,NA,NA,NA,27.299999
Cyprus,CYP,2005,2,NA,NA,NA,27.299999
Cyprus,CYP,2006,2.3,NA,NA,NA,27.700001
Cyprus,CYP,2007,2.0999999,NA,NA,NA,NA
Cyprus,CYP,2008,2.0999999,NA,NA,NA,NA
Cyprus,CYP,2009,2.2,NA,NA,NA,NA
Cyprus,CYP,2010,2.3,NA,NA,NA,NA
Cyprus,CYP,2011,2.3,NA,NA,6.2,NA
Cyprus,CYP,2012,2.4000001,NA,NA,NA,NA
Cyprus,CYP,2013,2.2,NA,NA,NA,NA
Cyprus,CYP,2014,2.2,NA,NA,NA,NA
Cyprus,CYP,2015,2.0999999,NA,NA,NA,NA
Cyprus,CYP,2016,2.3,NA,NA,NA,NA
Cyprus,CYP,2017,2.2,NA,NA,NA,NA
Czechia,CZE,1960,1.4,NA,NA,NA,NA
Czechia,CZE,1961,1.5,NA,NA,NA,NA
Czechia,CZE,1962,1.5,NA,NA,NA,NA
Czechia,CZE,1963,1.5,NA,NA,NA,NA
Czechia,CZE,1964,1.5,NA,NA,NA,NA
Czechia,CZE,1965,1.7,NA,NA,NA,NA
Czechia,CZE,1966,1.8,NA,NA,NA,NA
Czechia,CZE,1967,1.8,NA,NA,NA,NA
Czechia,CZE,1968,1.9,NA,NA,NA,NA
Czechia,CZE,1969,2.0999999,NA,NA,NA,NA
Czechia,CZE,1970,2.2,NA,NA,NA,NA
Czechia,CZE,1971,2.4000001,NA,NA,NA,NA
Czechia,CZE,1972,2.3,NA,NA,NA,NA
Czechia,CZE,1973,2.5,NA,NA,NA,NA
Czechia,CZE,1974,2.5,NA,NA,NA,NA
Czechia,CZE,1975,2.5999999,NA,NA,NA,NA
Czechia,CZE,1976,2.5,NA,NA,NA,NA
Czechia,CZE,1977,2.5,NA,NA,NA,NA
Czechia,CZE,1978,2.5999999,NA,NA,NA,NA
Czechia,CZE,1979,2.5,NA,NA,NA,NA
Czechia,CZE,1980,2.5999999,NA,NA,NA,NA
Czechia,CZE,1981,2.7,NA,NA,NA,NA
Czechia,CZE,1982,2.7,NA,NA,NA,NA
Czechia,CZE,1983,2.8,NA,NA,NA,NA
Czechia,CZE,1984,3,NA,NA,NA,NA
Czechia,CZE,1985,2.9000001,NA,NA,NA,NA
Czechia,CZE,1986,2.9000001,NA,NA,NA,NA
Czechia,CZE,1987,3,NA,NA,NA,NA
Czechia,CZE,1988,3,NA,NA,NA,NA
Czechia,CZE,1989,3,NA,NA,NA,NA
Czechia,CZE,1990,3.0999999,NA,NA,NA,21.6
Czechia,CZE,1991,2.8,NA,NA,NA,21.6
Czechia,CZE,1992,2.8,NA,NA,NA,21.9
Czechia,CZE,1993,2.9000001,NA,NA,NA,22.1
Czechia,CZE,1994,3,NA,NA,NA,22.4
Czechia,CZE,1995,3,NA,NA,NA,22.799999
Czechia,CZE,1996,3.2,NA,NA,NA,23.1
Czechia,CZE,1997,3.2,NA,NA,NA,23.6
Czechia,CZE,1998,3.0999999,NA,NA,NA,23.799999
Czechia,CZE,1999,2.3,NA,NA,NA,24.200001
Czechia,CZE,2000,2.9000001,NA,NA,NA,24.6
Czechia,CZE,2001,3.0999999,NA,NA,12.9,25
Czechia,CZE,2002,3.0999999,NA,NA,NA,25.4
Czechia,CZE,2003,3.8,NA,NA,NA,25.799999
Czechia,CZE,2004,3.2,NA,NA,NA,26.1
Czechia,CZE,2005,3.0999999,NA,NA,NA,26.4
Czechia,CZE,2006,3.0999999,NA,NA,NA,26.799999
Czechia,CZE,2007,3,NA,NA,NA,27
Czechia,CZE,2008,3,NA,NA,NA,27.200001
Czechia,CZE,2009,2.8,NA,NA,NA,27.6
Czechia,CZE,2010,2.9000001,NA,NA,NA,27.9
Czechia,CZE,2011,2.7,NA,NA,10.3,28.1
Czechia,CZE,2012,2.5,NA,NA,NA,28.299999
Czechia,CZE,2013,2.7,NA,NA,NA,28.5
Czechia,CZE,2014,2.5,NA,NA,NA,28.700001
Czechia,CZE,2015,2.5,NA,NA,NA,28.799999
Czechia,CZE,2016,2.4000001,NA,NA,NA,29
Czechia,CZE,2017,2.4000001,NA,NA,NA,29.1
Democratic Republic of Congo,COD,1991,NA,NA,NA,NA,19.700001
Democratic Republic of Congo,COD,2001,NA,NA,NA,NA,21
Democratic Republic of Congo,COD,2007,NA,NA,NA,7.8,20.799999
Democratic Republic of Congo,COD,2010,NA,NA,NA,NA,20.200001
Democratic Republic of Congo,COD,2013,NA,NA,NA,10.7,20.9
Denmark,DNK,1960,1.5,NA,NA,NA,NA
Denmark,DNK,1961,1.4,NA,NA,NA,NA
Denmark,DNK,1962,1.4,NA,NA,NA,NA
Denmark,DNK,1963,1.4,NA,NA,NA,NA
Denmark,DNK,1964,1.4,NA,NA,NA,NA
Denmark,DNK,1965,1.4,NA,NA,NA,NA
Denmark,DNK,1966,1.4,NA,NA,NA,NA
Denmark,DNK,1967,1.4,NA,NA,NA,NA
Denmark,DNK,1968,1.6,NA,NA,NA,NA
Denmark,DNK,1969,1.8,NA,NA,NA,NA
Denmark,DNK,1970,1.9,NA,NA,NA,NA
Denmark,DNK,1971,2.7,NA,NA,NA,NA
Denmark,DNK,1972,2.5999999,NA,NA,NA,NA
Denmark,DNK,1973,2.5,NA,NA,NA,NA
Denmark,DNK,1974,2.5999999,NA,NA,NA,NA
Denmark,DNK,1975,2.5999999,NA,NA,NA,NA
Denmark,DNK,1976,2.5999999,NA,NA,NA,NA
Denmark,DNK,1977,2.5999999,NA,NA,NA,NA
Denmark,DNK,1978,2.5999999,NA,NA,NA,NA
Denmark,DNK,1979,2.5,NA,NA,NA,NA
Denmark,DNK,1980,2.7,NA,NA,NA,NA
Denmark,DNK,1981,2.8,NA,NA,NA,NA
Denmark,DNK,1982,2.9000001,NA,NA,NA,NA
Denmark,DNK,1983,2.9000001,NA,NA,NA,NA
Denmark,DNK,1984,2.8,NA,NA,NA,NA
Denmark,DNK,1985,2.8,NA,NA,NA,NA
Denmark,DNK,1986,2.8,NA,NA,NA,NA
Denmark,DNK,1987,2.8,NA,NA,NA,NA
Denmark,DNK,1988,2.9000001,NA,NA,NA,NA
Denmark,DNK,1989,3,NA,NA,NA,NA
Denmark,DNK,1990,2.7,NA,NA,NA,27.799999
Denmark,DNK,1991,2.5,NA,NA,NA,28
Denmark,DNK,1992,2.5,NA,NA,NA,28.299999
Denmark,DNK,1993,2.5,NA,NA,NA,28.799999
Denmark,DNK,1994,2.5999999,NA,NA,NA,29.200001
Denmark,DNK,1995,2.5,NA,NA,NA,29.200001
Denmark,DNK,1996,2.4000001,NA,NA,NA,29.9
Denmark,DNK,1997,2.4000001,NA,NA,NA,30.1
Denmark,DNK,1998,2.5,NA,NA,NA,29.799999
Denmark,DNK,1999,2.5,NA,NA,NA,30
Denmark,DNK,2000,2.7,NA,NA,NA,29.9
Denmark,DNK,2001,2.7,NA,NA,NA,29.9
Denmark,DNK,2002,2.8,NA,NA,NA,30.1
Denmark,DNK,2003,2.9000001,NA,NA,NA,30.6
Denmark,DNK,2004,2.9000001,NA,NA,NA,30.9
Denmark,DNK,2005,2.8,NA,NA,NA,30.9
Denmark,DNK,2006,2.5999999,NA,NA,NA,30.9
Denmark,DNK,2007,2.5999999,NA,NA,NA,31.299999
Denmark,DNK,2008,2.7,NA,NA,NA,31.4
Denmark,DNK,2009,2.7,NA,NA,NA,31.1
Denmark,DNK,2010,2.5999999,NA,NA,NA,31.200001
Denmark,DNK,2011,2.5999999,NA,NA,NA,31.4
Denmark,DNK,2012,2.8,NA,NA,NA,31.799999
Denmark,DNK,2013,3.4000001,NA,NA,NA,31.9
Denmark,DNK,2014,3.4000001,NA,NA,NA,31.9
Denmark,DNK,2015,2.9000001,NA,NA,NA,31.9
Denmark,DNK,2016,3,NA,NA,NA,32.200001
Denmark,DNK,2017,2.5999999,NA,NA,NA,32.400002
Djibouti,DJI,1970,4.0999999,NA,NA,NA,NA
Djibouti,DJI,1991,NA,NA,NA,NA,26.799999
Djibouti,DJI,1998,1.9,NA,NA,NA,NA
Djibouti,DJI,1999,1.7,NA,NA,NA,NA
Djibouti,DJI,2002,NA,NA,NA,NA,27.700001
Djibouti,DJI,2006,NA,NA,NA,NA,26.9
Djibouti,DJI,2012,NA,NA,NA,NA,29.9
Dominica,DMA,1970,NA,NA,NA,NA,29.6
Dominica,DMA,1981,NA,NA,NA,NA,30.799999
Dominica,DMA,1987,0.40000001,NA,NA,NA,NA
Dominica,DMA,1991,NA,NA,NA,NA,31.6
Dominica,DMA,1995,0.69999999,NA,NA,NA,NA
Dominica,DMA,1998,1,NA,NA,NA,NA
Dominica,DMA,1999,0.80000001,NA,NA,NA,NA
Dominica,DMA,2001,NA,NA,NA,NA,32.5
Dominican Republic,DOM,1970,0.89999998,NA,NA,NA,NA
Dominican Republic,DOM,1985,1.2,NA,NA,NA,NA
Dominican Republic,DOM,1986,NA,NA,NA,NA,21.5
Dominican Republic,DOM,1991,NA,NA,NA,NA,21.799999
Dominican Republic,DOM,1996,NA,NA,NA,9,21.299999
Dominican Republic,DOM,1998,0.89999998,NA,NA,NA,NA
Dominican Republic,DOM,1999,NA,NA,NA,11,21.6
Dominican Republic,DOM,2000,NA,NA,NA,NA,21.4
Dominican Republic,DOM,2002,NA,NA,NA,10.5,21
Dominican Republic,DOM,2004,1.9,NA,NA,NA,NA
Dominican Republic,DOM,2005,1.8,NA,NA,NA,NA
Dominican Republic,DOM,2007,NA,NA,NA,13.1,21
Dominican Republic,DOM,2013,NA,NA,NA,13.2,21
Dominican Republic,DOM,2014,NA,NA,NA,NA,21.5
Ecuador,ECU,1970,0.2,NA,NA,NA,NA
Ecuador,ECU,1974,NA,NA,NA,9.7,NA
Ecuador,ECU,1982,NA,NA,NA,9,22
Ecuador,ECU,1985,0.40000001,NA,NA,NA,NA
Ecuador,ECU,1987,NA,NA,NA,NA,22.200001
Ecuador,ECU,1989,NA,NA,NA,NA,22.299999
Ecuador,ECU,1990,NA,NA,NA,9.4,NA
Ecuador,ECU,1994,NA,NA,NA,NA,22.799999
Ecuador,ECU,1995,0.60000002,NA,NA,NA,NA
